forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h,61h,62h,63h,64h,65h,66h,67h,68h,69h,70h,71h,72h,73h,74h,75h,76h,77h,78h,79h,80h,81h,82h,83h,84h,85h,86h,87h,88h,89h,90h,91h,92h,93h,94h,95h,96h,97h,98h,99h,100h,101h,102h,103h,104h,105h,106h,107h,108h,109h,110h,111h,112h,113h,114h,115h,116h,117h,118h,119h,120h,121h,122h,123h,124h,125h,126h,127h,128h,129h,130h,131h,132h,133h,134h,135h,136h,137h,138h,139h,140h,141h,142h,143h,144h
2025-09-22,2025-09-22 04:00:00+00:00,79674,76084,73916,73034,73560,76824,82877,86747,89054,90996,93395,95811,98393,101201,103477,105259,107286,108481,107492,105295,102983,98086,91590,85301,81109,77618,75449,74238,74734,77714,83433,87415,89583,91365,93768,96442,99464,102814,105487,107715,109881,110957,109791,107592,105272,100327,93791,87448,83675,80022,77578,76241,76613,79532,85126,89176,91512,93567,96156,98806,101674,104684,106785,108367,109741,110264,108709,106435,104036,99494,93221,87125,83627,80223,77923,76653,77107,80124,85821,89795,92052,93919,95997,98054,100199,102399,103741,104665,105576,105919,104725,103030,101161,97027,91226,85510,81214,77891,75700,74467,74859,77643,82982,86721,88791,90391,92036,93653,95436,97274,98529,99337,100236,100363,98815,96850,94870,91359,86521,81353,77689,74375,72111,70710,70247,71003,72767,74728,77498,80200,82459,84394,86221,87988,89627,91266,93068,94131,93557,92091,90512,87420,83195,78652
2025-09-22,2025-09-22 04:00:00+00:00,79674,76084,73916,73034,73560,76824,82877,86747,89054,90996,93395,95811,98393,101201,103477,105259,107286,108481,107492,105295,102983,98086,91590,85301,81109,77618,75449,74238,74734,77714,83433,87415,89583,91365,93768,96442,99464,102814,105487,107715,109881,110957,109791,107592,105272,100327,93791,87448,83675,80022,77578,76241,76613,79532,85126,89176,91512,93567,96156,98806,101674,104684,106785,108367,109741,110264,108709,106435,104036,99494,93221,87125,83627,80223,77923,76653,77107,80124,85821,89795,92052,93919,95997,98054,100199,102399,103741,104665,105576,105919,104725,103030,101161,97027,91226,85510,81214,77891,75700,74467,74859,77643,82982,86721,88791,90391,92036,93653,95436,97274,98529,99337,100236,100363,98815,96850,94870,91359,86521,81353,77689,74375,72111,70710,70247,71003,72767,74728,77498,80200,82459,84394,86221,87988,89627,91266,93068,94131,93557,92091,90512,87420,83195,78652
2025-09-22,2025-09-22 04:00:00+00:00,79674,76084,73916,73034,73560,76824,82877,86747,89054,90996,93395,95811,98393,101201,103477,105259,107286,108481,107492,105295,102983,98086,91590,85301,81048,77570,75415,74202,74704,77706,83427,87403,89573,91359,93791,96478,99527,102895,105587,107834,110025,111126,110002,107824,105495,100550,93994,87626,83765,80087,77642,76290,76657,79579,85180,89233,91539,93553,96111,98727,101547,104505,106584,108141,109518,110031,108478,106243,103854,99293,93021,86930,83523,80107,77804,76542,76998,80011,85691,89653,91915,93768,95856,97922,100068,102271,103633,104559,105492,105842,104662,102978,101104,96976,91184,85471,81150,77798,75583,74339,74704,77471,82755,86474,88519,90083,91698,93296,95062,96887,98168,98996,99927,100063,98545,96584,94612,91118,86281,81116,77580,74263,72002,70601,70133,70883,72618,74563,77345,80054,82318,84280,86132,87929,89593,91275,93106,94185,93596,92119,90517,87423,83190,78633
2025-09-23,2025-09-23 04:00:00+00:00,82524,78801,76391,75106,75426,78274,83409,87490,89770,91590,94061,96892,100062,103690,106609,109128,111534,112592,111128,108525,105829,101037,94463,87883,83417,79737,77311,75948,76309,79262,84904,89042,91372,93421,95953,98569,101376,104343,106521,108182,109690,110314,108856,106766,104353,99790,93466,87311,83622,80180,77894,76651,77098,80108,85762,89830,92197,94194,96360,98545,100764,103024,104374,105258,106100,106384,105222,103579,101707,97548,91804,86111,81896,78542,76339,75125,75492,78308,83689,87491,89685,91486,93307,95112,97044,99036,100405,101284,102195,102289,100632,98533,96364,92632,87700,82403,78279,74840,72466,70971,70417,71116,72800,74706,77516,80386,82997,85415,87877,90296,92475,94587,96692,97831,96919,95069,93090,89601,85081,80306,75967,72735,70506,68994,68384,68666,69764,71220,73879,76839,79562,82412,85424,88332,90854,93374,95843,97518,96989,95613,93836,89914,84822,79750
2025-09-30,2025-09-30 04:00:00+00:00,82090,78447,76202,74983,75176,78233,84316,88331,90104,91541,93542,95619,97953,100997,103930,107016,110231,112026,110186,107288,104076,98820,92558,86066,80101,76554,74059,72856,73135,76261,81800,85368,86858,87648,88656,90054,91815,94000,95822,97642,99221,100268,99007,98040,96246,92060,86304,81025,76003,73144,71474,70672,71393,74748,80708,84461,85391,85666,86356,87328,88787,90743,92491,94205,96193,97645,97354,96549,95021,91038,85572,80290,76236,73403,71761,70931,71654,74813,80317,84029,85195,85690,86655,87901,89638,91797,93754,95519,97369,98408,97346,95692,93882,90223,85363,80231,76036,72829,70741,69502,69121,70002,71802,73549,75664,77687,79702,81799,84163,86609,89046,91612,94177,95767,95186,93850,92158,88643,84070,79292,75041,71886,69739,68354,67739,68084,69279,70582,72908,75558,78203,81402,85013,88607,92015,95558,99003,101210,100840,99434,97354,92959,87442,81966,77297,74063,72169,71190,71844,74996,80818,84892,86967,88861,91437,94386,97860,101554,104558,107176,109405,110456,109053,106900,103879,98537,91714,85242
2025-10-09,2025-10-09 04:00:00+00:00,74751,72447,71325,71003,72326,76390,82352,86164,86076,84715,83739,83118,83122,83463,83823,84873,86863,88676,89257,89699,89251,86975,82966,78791,75481,73543,72636,72539,73899,77590,83589,87202,87109,85356,83821,82726,82173,82223,82370,82835,84073,85325,85448,85598,85363,83451,79927,76035,73061,70747,69415,68769,68950,70244,72455,74457,75986,76652,76735,76523,76468,76583,77001,77867,79384,80934,81555,81950,81782,80040,76932,73448,70456,68176,66764,65935,65860,66639,68199,69918,71967,73672,74727,75605,76606,77377,78093,79164,80913,82766,83616,84159,84056,81874,78259,74435,71406,69315,68253,68106,69408,73079,79116,83281,84513,84767,85148,85518,86148,87072,87755,88498,89876,91376,91690,91686,90765,87607,82634,77824,73999,71458,70031,69468,70448,73821,79768,83696,84603,84469,84676,84930,85745,86893,87847,88866,90414,91787,92043,92034,91119,87898,82890,77979
2025-10-10,2025-10-10 04:00:00+00:00,74032,72220,71413,71376,72910,76164,81953,85626,85526,84077,82953,82059,81738,82016,82366,83121,84527,85684,85853,85778,85197,83243,79564,75598,72773,70425,69034,68359,68506,69754,71911,73999,75702,76622,76895,76842,76856,76990,77401,78238,79676,81113,81726,82108,81871,80110,76978,73493,70499,68214,66756,65893,65799,66539,68091,69832,71993,73859,75053,76018,77083,77921,78659,79664,81329,83074,83834,84274,84098,81842,78188,74346,71362,69258,68168,67992,69252,72877,78873,83142,84590,85129,85672,86177,86832,87726,88296,88859,90054,91364,91571,91432,90401,87253,82319,77585,73888,71376,69942,69418,70390,73735,79672,83691,84727,84786,85115,85430,86226,87377,88289,89226,90622,91912,92096,91959,90978,87790,82802,77911,74067,71592,70175,69583,70514,73882,79856,83785,84674,84547,84779,84954,85624,86604,87438,88375,89707,91016,91166,91247,90251,87217,82406,77716
2025-10-11,2025-10-11 04:00:00+00:00,72658,70285,68858,68113,68261,69406,71685,73965,75751,76952,77499,77599,77614,77684,78017,78777,80108,81357,81918,82142,81797,79989,76878,73379,70365,68061,66631,65792,65698,66482,68054,69793,71952,73777,74932,76009,77155,78041,78937,80032,81806,83583,84329,84757,84398,82019,78247,74336,71291,69185,68047,67839,69064,72639,78613,82889,84367,84975,85598,86184,86954,87906,88541,89153,90378,91680,91866,91724,90530,87310,82370,77586,73768,71278,69887,69367,70373,73773,79775,83800,84737,84625,84820,85018,85720,86752,87598,88486,89918,91268,91531,91513,90562,87370,82433,77606,73862,71434,70063,69511,70491,73894,79858,83775,84568,84344,84458,84564,85148,86073,86800,87670,88986,90331,90527,90665,89708,86755,82052,77450,73854,71698,70544,70169,71373,75040,81288,85286,85821,85121,84678,84302,84391,84806,85144,85710,87004,88564,89139,89563,89158,86619,82244,77910
2025-10-12,2025-10-12 04:00:00+00:00,69963,67594,66133,65255,65117,65927,67499,69367,71604,73663,74942,76065,77158,78130,78930,80079,81734,83305,84069,84460,84144,81914,78131,74241,71212,69106,67953,67736,68947,72499,78451,82776,84293,84966,85614,86219,86974,87900,88493,89046,90219,91483,91720,91618,90385,87120,82212,77464,73615,71113,69702,69153,70135,73519,79537,83677,84772,84896,85264,85610,86413,87515,88439,89367,90781,92067,92303,92205,91048,87726,82722,77818,73704,71282,69893,69336,70287,73699,79788,83883,84868,84729,84857,84901,85363,86065,86493,87111,88236,89525,89921,90184,89320,86473,81958,77548,74410,72374,71359,71142,72482,76336,82686,86664,86885,85748,84844,84212,84159,84500,84694,85183,86494,88181,88931,89546,89291,86853,82565,78287,75616,73670,72742,72651,74012,77746,83782,87508,87424,85819,84485,83565,83077,83092,83065,83394,84503,85678,85915,86386,86226,84262,80745,76840
2025-10-13,2025-10-13 04:00:00+00:00,71526,69390,68257,68035,69214,72798,78827,83313,85425,86509,87377,88074,88544,89051,89375,89558,90529,91957,92489,92208,90814,87289,82395,77615,73617,71143,69754,69237,70234,73633,79628,83766,84824,84793,85034,85227,85915,86942,87800,88680,90083,91387,91703,91707,90632,87366,82440,77607,73611,71181,69798,69219,70177,73542,79539,83590,84606,84562,84779,84947,85550,86400,86972,87625,88778,90020,90208,90420,89482,86530,81906,77388,74052,71982,70934,70665,71967,75765,82121,86145,86465,85462,84772,84239,84204,84587,84844,85371,86760,88431,89061,89616,89281,86784,82484,78210,75601,73665,72753,72669,74056,77827,83915,87681,87545,85791,84392,83437,82964,83058,83166,83653,84933,86259,86569,87111,86921,84871,81354,77449,74396,72059,70645,69988,70180,71524,73754,75707,76798,77013,76946,76889,77133,77635,78314,79588,81382,82985,83502,83950,83498,81357,78041,74323
