forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h
2025-10-10T14:26:43Z,2025-10-10T18:00:00Z,0.06,0.077,0.077,0.077,0.077,0.077,0.096,0.142,0.142,0.118,0.142,0.227
